,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker
,Name,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,"Tracker Nico:Marker1","Tracker Nico:Marker1","Tracker Nico:Marker1","Tracker Nico:Marker2","Tracker Nico:Marker2","Tracker Nico:Marker2","Tracker Nico:Marker3","Tracker Nico:Marker3","Tracker Nico:Marker3","Tracker Nico:Marker4","Tracker Nico:Marker4","Tracker Nico:Marker4","Tracker Nico:Marker5","Tracker Nico:Marker5","Tracker Nico:Marker5"
,ID,"8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
4572,38.100000,0.153575,0.001324,0.858488,0.489297,270.792694,855.845337,-10.782724,242.370575,853.115234,-3.870255,267.911285,873.907532,-11.765794,271.921478,853.327515,11.193827,274.273193,831.054688,-22.611389,297.487122,867.821777,-26.860048
4573,38.108333,0.152272,0.003114,0.858687,0.489346,271.003082,857.954041,-8.343261,242.578979,855.235229,-1.434441,268.110260,876.009827,-9.406688,272.121490,855.532898,13.644678,274.506500,833.114380,-20.061766,297.698334,869.877991,-24.458128
4574,38.116667,0.152840,0.002779,0.859236,0.488207,271.243011,860.138428,-5.832433,242.828888,857.341492,1.086162,268.306519,878.188782,-6.867712,272.377960,857.687439,16.151346,274.799988,835.324585,-17.589413,297.901825,872.149963,-21.942589
4575,38.125000,0.150923,0.003927,0.859763,0.487867,271.587280,862.489807,-3.271605,243.161179,859.677124,3.591156,268.626953,880.531921,-4.381187,272.674438,860.122559,18.723766,275.207855,837.637512,-14.927430,298.266174,874.480103,-19.364370
4576,38.133333,0.152391,0.004455,0.859655,0.487596,271.903351,864.954773,-0.733777,243.499908,862.123474,6.214658,268.930481,882.996033,-1.823313,273.059326,862.574768,21.256710,275.500610,840.111328,-12.415746,298.526520,876.968384,-16.901236
4577,38.141667,0.151780,0.004942,0.859942,0.487276,272.335510,867.558838,1.855823,243.930283,864.708862,8.789275,269.345612,885.595703,0.740277,273.479279,865.209290,23.850222,275.964966,842.703430,-9.790639,298.957520,879.577087,-14.310056
4578,38.150000,0.152043,0.005232,0.859754,0.487523,272.671478,870.390747,4.493788,244.270279,867.557800,11.450607,269.690125,888.428833,3.374837,273.831451,868.047668,26.488026,276.278809,845.529724,-7.147592,299.286987,882.389954,-11.696980
4579,38.158333,0.150921,0.006769,0.860438,0.486645,272.991943,873.431396,7.240122,244.593948,870.547119,14.188942,269.963440,891.457458,6.056815,274.144165,871.167542,29.243069,276.672607,848.539856,-4.312789,299.585785,885.445129,-8.975467
4580,38.166667,0.150224,0.007994,0.860675,0.486424,273.319153,876.639709,10.015029,244.923477,873.746216,16.969538,270.272888,894.659546,8.782537,274.471924,874.436768,32.024136,277.025330,851.720581,-1.469957,299.902344,888.635681,-6.231147
4581,38.175000,0.150491,0.009247,0.860849,0.486010,273.520294,880.136658,12.907322,245.139664,877.219910,19.913338,270.449402,898.150391,11.647926,274.711731,877.974182,34.918377,277.239014,855.201843,1.460408,300.061859,892.137085,-3.403476
4582,38.183333,0.149307,0.010504,0.860886,0.486284,273.693481,883.832092,15.791874,245.306915,880.940125,22.784119,270.624298,901.841553,14.468766,274.866486,881.744324,37.811123,277.420776,858.858398,4.432795,300.249054,895.776123,-0.537470
4583,38.191667,0.150057,0.012291,0.860693,0.486353,273.690491,887.653015,18.832638,245.326248,884.771790,25.919287,270.613403,905.658630,17.476273,274.931915,885.617737,40.853054,277.388092,862.653198,7.521402,300.193024,899.563782,2.393125
4584,38.200000,0.148915,0.013132,0.860822,0.486455,273.686188,891.720398,21.924717,245.314224,888.850891,28.985065,270.606567,909.721741,20.518162,274.901855,889.742371,43.951778,277.403015,866.692383,10.682541,300.205505,903.594849,5.485995
4585,38.208333,0.146942,0.014872,0.861717,0.485417,273.650055,895.970947,25.107790,245.273743,893.042175,32.126259,270.515167,913.955627,23.612719,274.829132,894.097717,47.146011,277.469421,870.903809,13.987746,300.162964,907.855591,8.666169
4586,38.216667,0.146304,0.016629,0.862238,0.484628,273.429993,900.340759,28.353258,245.064117,897.367676,35.395309,270.251221,918.312622,26.798586,274.623993,898.545288,50.397144,277.304321,875.245178,17.316635,299.906494,912.233032,11.858579
4587,38.225000,0.144904,0.018225,0.862182,0.485091,273.098145,904.792969,31.663223,244.725189,901.859375,38.693241,269.926849,922.759155,30.029469,274.272430,903.090759,53.715565,276.973450,879.649414,20.736664,299.592957,916.606201,15.141135
4588,38.233333,0.145286,0.020087,0.862448,0.484430,272.687012,909.413147,35.054375,244.336777,906.443787,42.160610,269.477203,927.368896,33.380917,273.917725,907.771484,57.108231,276.584381,884.248291,24.184820,299.119171,921.233459,18.437252
4589,38.241667,0.142915,0.020885,0.863501,0.483223,272.207275,913.978882,38.392342,243.842102,910.935364,45.407074,268.941986,931.917908,36.648453,273.364624,912.413635,60.455723,276.229675,888.792175,27.619511,298.658112,925.835510,21.830910
4590,38.250000,0.141015,0.023007,0.863954,0.482876,271.522064,918.543457,41.881016,243.152740,915.488770,48.873997,268.228333,936.467163,40.036179,272.652344,917.098999,63.954041,275.602356,893.306091,31.249367,297.974823,930.356445,25.291460
4591,38.258333,0.142752,0.020812,0.863793,0.482754,270.657898,923.308716,45.405224,242.293121,920.233765,52.407818,267.374023,941.244446,43.662045,271.807800,921.742188,67.468903,274.711975,898.127563,34.631165,297.102814,935.195801,28.856153
4592,38.266667,0.139720,0.023636,0.865050,0.481256,269.694366,927.910461,49.022179,241.324753,924.752319,55.967922,266.330719,945.817139,47.138359,270.789276,926.510925,71.099876,273.897766,902.670593,38.444424,296.129486,939.801392,32.460266
4593,38.275000,0.138786,0.024729,0.864997,0.481567,268.614594,932.458130,52.670868,240.240311,929.326782,59.609669,265.256317,950.360046,50.733604,269.696747,931.121887,74.753120,272.817871,907.186951,42.168194,295.061920,944.294983,36.089703
4594,38.283333,0.140227,0.026717,0.865131,0.480802,267.344757,936.945129,56.458061,239.007431,933.771851,63.527615,263.943329,954.836975,54.502895,268.526733,935.651611,78.537735,271.550659,911.662903,45.983173,293.695770,948.802551,39.738834
4595,38.291667,0.138326,0.028532,0.865614,0.480380,265.948486,941.390625,60.284695,237.605225,938.200195,67.322670,262.518036,959.266663,58.237591,267.096130,940.205750,82.372276,270.217316,916.065796,49.938908,292.305817,953.214966,43.551979
4596,38.300000,0.136696,0.029069,0.866092,0.479952,264.401123,945.725281,64.135437,236.045563,942.510437,71.112518,260.949951,963.591431,62.038033,265.497131,944.593933,86.228447,268.731354,920.382385,53.859566,290.781769,957.548279,47.438587
4597,38.308333,0.135547,0.029657,0.866062,0.480295,262.781677,949.864197,68.121216,234.414871,946.676025,75.064644,259.340607,967.727051,65.979256,263.845520,948.781372,90.218231,267.116608,924.496887,57.907776,289.190979,961.639832,51.436127
4598,38.316667,0.134108,0.030547,0.867033,0.478889,260.757751,954.036865,72.177177,232.390289,950.761108,79.077034,257.254669,971.881592,69.984535,261.785278,953.012817,94.278717,265.204926,928.660522,62.034779,287.153778,965.868591,55.510784
4599,38.325000,0.133250,0.029694,0.867059,0.479136,258.691528,958.167358,76.408348,230.306198,954.903931,83.240257,255.203842,976.015320,74.218132,259.667053,957.129639,98.511604,263.147614,932.794434,66.261292,285.133057,969.993652,59.810413
4600,38.333333,0.131827,0.029918,0.867315,0.479052,256.270813,962.092590,80.691727,227.871490,958.825623,87.463478,252.778763,979.934937,78.462822,257.195679,961.093323,102.798927,260.763916,936.704712,70.598549,282.744476,973.904480,64.134796
4601,38.341667,0.129445,0.030358,0.867815,0.478770,253.555954,966.079041,85.199013,225.134918,962.796997,91.871719,250.050629,983.910461,82.904289,254.397415,965.145874,107.312431,258.118652,940.667175,75.197838,280.078308,977.874939,68.708748
4602,38.350000,0.128931,0.029820,0.868011,0.478587,250.519012,969.944458,89.716896,222.089661,966.647827,96.346832,247.009933,987.775635,87.426025,251.328857,969.000488,111.831039,255.106277,944.539429,79.709602,277.060516,981.759216,73.270927
4603,38.358333,0.125611,0.030795,0.868717,0.478125,247.194199,973.932617,94.466591,218.738495,970.612061,100.970345,243.662445,991.745972,92.074242,247.895538,973.094299,116.588699,251.879990,948.489746,84.602150,273.794708,985.721252,78.097466
4604,38.366667,0.122964,0.031350,0.870047,0.476355,243.483582,977.797363,99.353760,215.015900,974.363647,105.745338,239.879486,995.586914,96.893242,244.093658,977.027771,121.481071,248.329834,952.347473,89.585335,270.099243,989.661194,83.063782
4605,38.375000,0.121018,0.031432,0.870910,0.475271,239.625839,981.735718,104.235992,211.146149,978.231445,110.535080,235.979614,999.510742,101.733162,240.161652,981.004822,126.366539,244.578278,956.283447,94.527122,266.263733,993.648254,88.018013
4606,38.383333,0.119302,0.030304,0.871857,0.474040,235.534744,985.620972,109.212761,207.038971,982.030334,115.389351,231.847900,1003.387207,106.706757,235.979416,984.876221,131.344864,240.601334,960.189819,99.507439,262.206299,997.621399,93.115356
4607,38.391667,0.117630,0.030170,0.872742,0.472837,231.295105,989.475220,114.241928,202.790756,985.805176,120.331581,227.562897,1007.227783,111.706184,231.671616,988.754089,136.376068,236.468918,964.049683,104.578575,257.981537,1001.539612,98.217186
4608,38.400000,0.114725,0.028869,0.873736,0.471794,226.981125,993.308350,119.267372,198.447678,989.564270,125.173050,223.218750,1011.050598,116.704330,227.216248,992.591797,141.403610,232.284195,967.894958,109.642288,253.738907,1005.440247,103.413536
4609,38.408333,0.111228,0.029198,0.874206,0.471742,222.463287,996.927917,124.311096,193.898483,993.183044,130.062531,218.701935,1014.657166,121.657829,222.568222,996.296387,146.450943,227.843475,971.482239,114.815063,249.304550,1009.021057,108.569077
4610,38.416667,0.108960,0.028849,0.875783,0.469362,218.040939,1000.381592,129.296829,189.472305,996.478943,134.922989,214.190536,1018.086670,126.610275,218.049652,999.770508,151.437485,223.608902,974.958496,119.848595,244.883530,1012.613525,113.664711
4611,38.425000,0.106659,0.028589,0.876241,0.469051,213.454590,1003.680847,134.289902,184.865799,999.757141,139.797897,209.597412,1021.377441,131.558090,213.367462,1003.105408,156.431351,219.090256,978.248413,124.907005,240.352219,1015.915894,118.755157
4612,38.433333,0.105291,0.029218,0.877005,0.467891,208.958054,1006.947021,139.207275,180.370575,1002.950073,144.669144,205.053696,1024.626343,136.431046,208.830429,1006.417603,161.349670,214.686905,981.511902,129.888428,235.848892,1019.229309,123.698044
4613,38.441667,0.102900,0.027204,0.877182,0.468213,204.322525,1010.059570,144.056152,175.699356,1006.075623,149.337601,200.447342,1027.744995,141.277924,204.058685,1009.502869,166.196671,210.091095,984.632080,134.741150,231.316376,1022.342468,128.727386
4614,38.450000,0.100470,0.028262,0.877954,0.467230,199.782776,1013.125671,148.915741,171.153122,1009.081970,154.116089,195.867630,1030.789307,146.055664,199.445587,1012.654175,171.057236,205.653809,987.678406,139.719238,226.793915,1025.424561,133.630432
4615,38.458333,0.098030,0.027532,0.878628,0.466525,195.154205,1016.079651,153.698120,166.506149,1011.986877,158.756790,191.220810,1033.733643,150.803711,194.705780,1015.625610,175.838013,201.118942,990.635925,144.552414,222.219528,1028.416382,138.539612
4616,38.466667,0.096795,0.028287,0.878642,0.466711,190.388901,1019.072754,158.464600,161.732986,1014.995605,163.491180,186.461563,1036.719849,155.519989,189.907684,1018.674377,180.604874,196.364609,993.605530,149.391739,217.477844,1031.368774,143.315155
4617,38.475000,0.094039,0.027372,0.878623,0.467364,185.636749,1021.972900,163.203400,156.947678,1017.935059,168.070145,181.747299,1039.621216,160.217148,185.028244,1021.599426,185.340988,191.634064,996.488708,154.192642,212.826630,1034.220215,148.196075
4618,38.483333,0.091599,0.026461,0.879496,0.466258,180.776993,1024.893188,167.867935,152.073883,1020.779236,172.585938,176.855301,1042.529663,164.853699,180.053421,1024.527222,190.002167,186.890762,999.421570,158.899765,208.011795,1037.208252,152.998062
4619,38.491667,0.090003,0.027147,0.879842,0.465876,175.770111,1027.745972,172.549118,147.061600,1023.609619,177.214417,171.833862,1045.369751,169.480255,174.998016,1027.436890,194.682587,181.934341,1002.258545,163.660904,203.022888,1040.055176,157.707382
4620,38.500000,0.087916,0.026999,0.880112,0.465774,170.717041,1030.615845,177.215668,141.992905,1026.472290,181.777130,166.783615,1048.232422,174.102539,169.859818,1030.342773,199.346481,176.928574,1005.116943,168.393402,198.020508,1042.914673,162.458740
4621,38.508333,0.084139,0.027999,0.880535,0.465611,165.449051,1033.351196,181.852020,136.703354,1029.200684,186.268997,161.515274,1050.947021,178.624115,164.464081,1033.192871,203.978622,171.738174,1007.813354,173.199295,192.824554,1045.602051,167.188995
4622,38.516667,0.082589,0.027710,0.881198,0.464652,160.121841,1036.106323,186.419403,131.372589,1031.891602,190.751633,156.156723,1053.690674,183.166473,159.069626,1035.961914,208.542999,166.497238,1010.576965,177.804825,187.513229,1048.410767,171.831024
4623,38.525000,0.080806,0.027780,0.881281,0.464803,154.610672,1038.731079,190.946014,125.847786,1034.526367,195.196671,150.657089,1056.309814,187.649170,153.489883,1038.626587,213.066467,161.010666,1013.185730,182.397202,182.048157,1051.007202,176.420502
4624,38.533333,0.077676,0.027591,0.880976,0.465925,148.901306,1041.245728,195.490204,120.105782,1037.113403,199.588211,145.003952,1058.823486,192.122177,147.654160,1041.205078,217.604111,155.295654,1015.663269,187.048843,176.447220,1053.423462,181.087616
4625,38.541667,0.075735,0.026638,0.881049,0.466162,143.078049,1043.747925,199.950729,114.263412,1039.627563,203.924591,139.202194,1061.326660,196.562988,141.735062,1043.711426,222.059021,149.498886,1018.161560,191.541321,170.690857,1055.912476,185.665665
4626,38.550000,0.073293,0.026431,0.881420,0.465863,137.027588,1046.179077,204.364655,108.199226,1042.037964,208.215439,133.150162,1063.747803,200.926910,135.584366,1046.181885,226.466675,143.511230,1020.583496,196.031723,164.693146,1058.344238,190.182510
4627,38.558333,0.070237,0.026187,0.880907,0.467315,130.757126,1048.586914,208.753433,101.895630,1044.539917,212.453049,126.950340,1066.157593,205.247421,129.189865,1048.652954,230.846909,137.212723,1022.950623,200.524933,158.537247,1060.633911,194.694839
4628,38.566667,0.067646,0.025276,0.881280,0.467045,124.278885,1050.956909,213.062881,95.401016,1046.888550,216.608170,120.476707,1068.521729,209.522751,122.591125,1051.038330,235.147430,130.800537,1025.319824,204.889236,152.125275,1063.016357,199.146790
4629,38.575000,0.064579,0.025579,0.882129,0.465857,117.474686,1053.324097,217.300735,88.591461,1049.177856,220.709610,113.636925,1070.865601,213.684784,115.672241,1053.470703,239.375885,124.117371,1027.681274,209.243073,145.355591,1065.425171,203.490341
4630,38.583333,0.062074,0.023788,0.882268,0.466030,110.599579,1055.611938,221.517731,81.694908,1051.471069,224.746536,106.788849,1073.157593,217.892578,108.662209,1055.741211,243.581543,117.284332,1029.973755,213.480057,138.567780,1067.716187,207.887894
4631,38.591667,0.058366,0.024043,0.882956,0.465192,103.390656,1057.857300,225.659821,74.475723,1053.661011,228.720734,99.562408,1075.380127,221.944321,101.312813,1058.065063,247.710251,110.185745,1032.204712,217.761627,131.416794,1069.975708,212.162140
4632,38.600000,0.056323,0.023578,0.883363,0.464695,96.126152,1059.891479,229.783386,67.204483,1055.660645,232.730988,92.290306,1077.405518,226.034760,93.958420,1060.118530,251.824982,102.986565,1034.239868,221.938644,124.191177,1072.032837,216.387543
4633,38.608333,0.052843,0.023091,0.883467,0.464931,88.658775,1061.802124,233.727783,59.717297,1057.584106,236.493881,84.851662,1079.307983,229.911911,86.345169,1062.082397,255.753937,95.565376,1036.130493,225.990082,116.814552,1073.905762,220.489090
4634,38.616667,0.047961,0.021648,0.883474,0.465515,81.087303,1063.506836,237.597549,52.115578,1059.321899,240.082809,77.335373,1081.008423,233.707993,78.553932,1063.834595,259.598846,88.046211,1037.812866,229.981842,109.385643,1075.556641,224.616241
4635,38.625000,0.046893,0.021757,0.883819,0.464965,73.279961,1064.936157,241.362137,44.309490,1060.714844,243.800110,69.511436,1082.428345,237.446228,70.706642,1065.285034,263.358459,80.287148,1039.243042,233.787735,101.585289,1077.009521,228.418121
4636,38.633333,0.043581,0.021204,0.883547,0.465828,65.418602,1066.197876,245.011963,36.426060,1062.030518,247.274261,61.704723,1083.687622,241.033798,62.705650,1066.599609,266.990631,72.430458,1040.476440,237.538727,93.826294,1078.195313,232.222443
4637,38.641667,0.041879,0.019109,0.883168,0.466793,57.426872,1067.250000,248.584152,28.414501,1063.141235,250.694000,53.770679,1084.755737,244.622955,54.605591,1067.613403,270.549805,64.420105,1041.528442,241.093811,85.923683,1079.211304,235.960129
4638,38.650000,0.037741,0.017426,0.883081,0.467376,49.265129,1068.157959,252.069687,20.230637,1064.082764,253.925201,45.663551,1085.663940,248.059708,46.248959,1068.545166,274.009033,56.296452,1042.421753,244.665985,77.886230,1080.076172,239.688477
4639,38.658333,0.033509,0.017582,0.883012,0.467822,41.033356,1068.833008,255.401886,11.983156,1064.785400,257.061646,37.473671,1086.324097,251.290955,37.856598,1069.315918,277.316650,48.100609,1043.060669,248.159790,69.752945,1080.678955,243.180328
4640,38.666667,0.032011,0.017278,0.883740,0.466563,32.629692,1069.478271,258.639465,3.586751,1065.346558,260.217041,29.030771,1086.955811,254.504837,29.387205,1069.968384,280.544434,39.793777,1043.721436,251.437729,61.350140,1081.399292,246.493225
4641,38.675000,0.028477,0.014768,0.883414,0.467494,24.165562,1070.047119,261.739685,-4.898014,1065.971680,263.063049,20.637009,1087.536255,257.593079,20.735792,1070.520508,283.616486,31.340212,1044.283569,254.572098,53.012997,1081.923828,249.853653
4642,38.683333,0.025008,0.013562,0.883341,0.467866,15.687751,1070.529663,264.811523,-13.387496,1066.475708,265.928284,12.201578,1088.016357,260.619537,12.099467,1071.030273,286.662292,22.896372,1044.753174,257.725433,44.629021,1082.373047,253.121979
4643,38.691667,0.021433,0.011847,0.883344,0.468085,7.208375,1070.900146,267.642883,-21.876328,1066.857300,268.530487,3.762072,1088.386719,263.417755,3.447184,1071.409302,289.464355,14.463308,1045.118652,260.622528,36.245827,1082.729004,256.179260
4644,38.700000,0.019041,0.010675,0.883043,0.468785,-1.206907,1071.197144,270.391907,-30.302004,1067.198486,271.125427,-4.604185,1088.688110,266.144958,-5.083473,1071.716553,292.192932,6.046271,1045.403198,263.415527,27.909044,1082.979614,259.080719
4645,38.708333,0.016121,0.009467,0.883012,0.468977,-9.572032,1071.338623,272.965363,-38.672585,1067.350586,273.518219,-12.936325,1088.828247,268.686401,-13.585533,1071.872803,294.741241,-2.284225,1045.537964,266.050537,19.618702,1083.103882,261.830414
4646,38.716667,0.013891,0.008112,0.882325,0.470365,-17.778925,1071.327026,275.376526,-46.894169,1067.429077,275.776642,-21.066690,1088.827881,271.084503,-21.904232,1071.868408,297.131317,-10.535093,1045.505371,268.493286,11.505753,1083.004395,264.396881
4647,38.725000,0.011116,0.007196,0.882383,0.470346,-25.858274,1071.158081,277.719513,-54.974937,1067.257324,277.955841,-29.123095,1088.654297,273.391266,-30.108873,1071.720581,299.449646,-18.572212,1045.330566,270.903748,3.487939,1082.827759,266.897156
4648,38.733333,0.008932,0.005682,0.882120,0.470907,-33.775002,1070.831787,279.830994,-62.897308,1066.967041,279.911224,-36.995277,1088.334717,275.496124,-38.139576,1071.386597,301.538696,-26.485010,1044.999268,273.038177,-4.357640,1082.471558,269.170746
4649,38.741667,0.006316,0.004618,0.881759,0.471636,-41.544350,1070.308716,281.833954,-70.672859,1066.490845,281.752777,-44.711891,1087.814087,277.470551,-46.029957,1070.883789,303.516449,-34.258091,1044.460327,275.097687,-12.048741,1081.894531,271.332245
